Code,Reg,Dep,PopulationTotal,Level
91081,11,91,683.0,Municipality
91085,11,91,3868.0,Municipality
91086,11,91,9537.99999999999,Municipality
91093,11,91,643.0,Municipality
91095,11,91,2184.00000000001,Municipality
91097,11,91,7552.0,Municipality
91098,11,91,425.0,Municipality
91099,11,91,2998.00000000001,Municipality
91100,11,91,648.000000000001,Municipality
91103,11,91,26528.0,Municipality
91105,11,91,8393.99999999998,Municipality
91106,11,91,1245.0,Municipality
91109,11,91,1250.0,Municipality
91111,11,91,3408.00000000001,Municipality
91112,11,91,133.0,Municipality
91114,11,91,25669.0,Municipality
91115,11,91,3302.0,Municipality
91121,11,91,442.0,Municipality
91122,11,91,9804.00000000001,Municipality
91129,11,91,3336.0,Municipality
91130,11,91,1054.0,Municipality
91131,11,91,430.999999999999,Municipality
91132,11,91,1147.0,Municipality
91135,11,91,2867.0,Municipality
91136,11,91,2761.0,Municipality
91137,11,91,368.000000000001,Municipality
91145,11,91,64.0000000000002,Municipality
91148,11,91,134.0,Municipality
91156,11,91,2055.0,Municipality
91159,11,91,1621.0,Municipality
91161,11,91,20181.0,Municipality
91174,11,91,51292.0,Municipality
91175,11,91,1740.99999999999,Municipality
91179,11,91,4865.0,Municipality
91180,11,91,342.000000000001,Municipality
91184,11,91,267.0,Municipality
91186,11,91,572.0,Municipality
91191,11,91,9231.0,Municipality
91195,11,91,822.0,Municipality
91198,11,91,1508.0,Municipality
91200,11,91,10806.0,Municipality
91201,11,91,28833.0,Municipality
91204,11,91,786.000000000001,Municipality
91207,11,91,5865.0,Municipality
91215,11,91,12446.0,Municipality
91216,11,91,11270.0,Municipality
91223,11,91,25092.0,Municipality
91225,11,91,3161.0,Municipality
91226,11,91,6541.0,Municipality
91228,11,91,67967.0,Municipality
91232,11,91,3800.00000000002,Municipality
91235,11,91,12673.0,Municipality
91240,11,91,211.999999999999,Municipality
91243,11,91,2149.00000000001,Municipality
91244,11,91,1540.0,Municipality
91247,11,91,524.0,Municipality
91248,11,91,162.0,Municipality
91249,11,91,3851.0,Municipality
91272,11,91,21379.0,Municipality
91273,11,91,763.0,Municipality
91274,11,91,1483.0,Municipality
91275,11,91,2751.99999999999,Municipality
91284,11,91,1198.0,Municipality
91286,11,91,28737.0,Municipality
91292,11,91,707.000000000001,Municipality
91293,11,91,929.999999999998,Municipality
91294,11,91,818.999999999998,Municipality
91312,11,91,10052.0,Municipality
91315,11,91,6585.00000000001,Municipality
91318,11,91,1962.0,Municipality
91319,11,91,636.000000000002,Municipality
91326,11,91,16667.0,Municipality
91330,11,91,5526.00000000001,Municipality
91332,11,91,1463.0,Municipality
91333,11,91,4471.0,Municipality
91338,11,91,6625.00000000002,Municipality
91339,11,91,6785.0,Municipality
91340,11,91,7445.00000000002,Municipality
91345,11,91,21221.0,Municipality
91347,11,91,6337.99999999999,Municipality
91359,11,91,2719.0,Municipality
91363,11,91,8139.00000000001,Municipality
91374,11,91,233.0,Municipality
91376,11,91,5388.0,Municipality
91377,11,91,50833.0,Municipality
91378,11,91,275.0,Municipality
91386,11,91,14319.0,Municipality
91390,11,91,3346.99999999999,Municipality
91393,11,91,613.999999999998,Municipality
91399,11,91,211.000000000001,Municipality
91405,11,91,4609.0,Municipality
91408,11,91,1253.0,Municipality
91411,11,91,1914.0,Municipality
91412,11,91,726.999999999999,Municipality
91414,11,91,382.0,Municipality
91421,11,91,23775.0,Municipality
91425,11,91,7593.0,Municipality
91432,11,91,13729.0,Municipality
91433,11,91,4346.0,Municipality
91434,11,91,20909.0,Municipality
91435,11,91,526.000000000001,Municipality
91441,11,91,470.0,Municipality
91457,11,91,4097.0,Municipality
91458,11,91,4641.99999999999,Municipality
91461,11,91,4722.0,Municipality
91463,11,91,1038.0,Municipality
91468,11,91,2046.0,Municipality
91469,11,91,921.000000000002,Municipality
91471,11,91,16421.0,Municipality
91473,11,91,193.0,Municipality
91477,11,91,35514.0,Municipality
91479,11,91,7457.0,Municipality
91482,11,91,549.000000000001,Municipality
91494,11,91,4103.0,Municipality
91495,11,91,329.999999999999,Municipality
91507,11,91,295.0,Municipality
91508,11,91,265.999999999999,Municipality
91511,11,91,2200.0,Municipality
91514,11,91,9021.00000000001,Municipality
91519,11,91,397.0,Municipality
91521,11,91,29225.0,Municipality
91525,11,91,1393.0,Municipality
91526,11,91,107.0,Municipality
91533,11,91,1806.0,Municipality
91534,11,91,4029.0,Municipality
91538,11,91,703.0,Municipality
91540,11,91,5072.0,Municipality
91544,11,91,516.999999999999,Municipality
91546,11,91,978.0,Municipality
91547,11,91,562.0,Municipality
91549,11,91,36207.0,Municipality
91552,11,91,10707.0,Municipality
91553,11,91,7493.0,Municipality
91556,11,91,408.000000000001,Municipality
91560,11,91,441.0,Municipality
91568,11,91,1564.0,Municipality
91570,11,91,19758.0,Municipality
91573,11,91,10835.0,Municipality
91577,11,91,5719.99999999999,Municipality
91578,11,91,294.0,Municipality
91579,11,91,3059.0,Municipality
91581,11,91,894.0,Municipality
91587,11,91,5886.00000000001,Municipality
91589,11,91,36533.0,Municipality
91593,11,91,1622.00000000001,Municipality
91599,11,91,1269.0,Municipality
91600,11,91,7154.0,Municipality
91602,11,91,428.0,Municipality
91613,11,91,221.0,Municipality
91617,11,91,4017.0,Municipality
91619,11,91,272.0,Municipality
91629,11,91,612.0,Municipality
91630,11,91,1475.0,Municipality
91631,11,91,2310.0,Municipality
91634,11,91,1287.0,Municipality
91635,11,91,2059.0,Municipality
91639,11,91,929.0,Municipality
91645,11,91,15242.0,Municipality
91648,11,91,2322.0,Municipality
91649,11,91,2790.0,Municipality
91654,11,91,599.999999999998,Municipality
91657,11,91,31574.0,Municipality
91659,11,91,5438.0,Municipality
91661,11,91,10489.0,Municipality
91662,11,91,723.999999999999,Municipality
91665,11,91,7753.00000000002,Municipality
91666,11,91,2385.0,Municipality
91667,11,91,6996.0,Municipality
91671,11,91,617.0,Municipality
91679,11,91,1237.0,Municipality
91685,11,91,4548.0,Municipality
91687,11,91,31093.0,Municipality
91689,11,91,7470.0,Municipality
91691,11,91,29029.0,Municipality
91692,11,91,25208.0,Municipality
92002,11,92,62570.0,Municipality
92004,11,92,85191.0,Municipality
92007,11,92,40918.0,Municipality
92009,11,92,28239.0,Municipality
92012,11,92,120071.0,Municipality
92014,11,92,20667.0,Municipality
92019,11,92,33286.0,Municipality
92020,11,92,37355.0,Municipality
92022,11,92,20520.0,Municipality
92023,11,92,52971.0,Municipality
92024,11,92,61070.0,Municipality
92025,11,92,85177.0,Municipality
92026,11,92,81719.0,Municipality
92032,11,92,24564.0,Municipality
92033,11,92,17869.0,Municipality
92035,11,92,29169.0,Municipality
92036,11,92,46907.0,Municipality
92040,11,92,68451.0,Municipality
92044,11,92,64379.0,Municipality
92046,11,92,30720.0,Municipality
92047,11,92,1810.0,Municipality
92048,11,92,45352.0,Municipality
92049,11,92,50260.0,Municipality
92050,11,92,95105.0,Municipality
92051,11,92,60361.0,Municipality
92060,11,92,29100.0,Municipality
92062,11,92,44645.0,Municipality
92063,11,92,78152.0,Municipality
92064,11,92,29973.0,Municipality
92071,11,92,19344.0,Municipality
92072,11,92,23507.0,Municipality
92073,11,92,48264.0,Municipality
92075,11,92,27729.0,Municipality
92076,11,92,8667.00000000001,Municipality
92077,11,92,11453.0,Municipality
92078,11,92,23771.0,Municipality
93001,11,93,86375.0,Municipality
93005,11,93,85740.0,Municipality
93006,11,93,35674.0,Municipality
93007,11,93,56783.0,Municipality
93008,11,93,53640.0,Municipality
93010,11,93,53353.0,Municipality
93013,11,93,16594.0,Municipality
93014,11,93,29348.0,Municipality
93015,11,93,4833.0,Municipality
93027,11,93,43054.0,Municipality
93029,11,93,71318.0,Municipality
93030,11,93,10732.0,Municipality
93031,11,93,55084.0,Municipality
93032,11,93,39358.0,Municipality
93033,11,93,6869.0,Municipality
93039,11,93,7981.0,Municipality
93045,11,93,23045.0,Municipality
93046,11,93,44437.0,Municipality
93047,11,93,26783.0,Municipality
93048,11,93,109897.0,Municipality
93049,11,93,21150.0,Municipality
93050,11,93,34993.0,Municipality
93051,11,93,68183.0,Municipality
93053,11,93,44136.0,Municipality
93055,11,93,57482.0,Municipality
93057,11,93,23962.0,Municipality
93059,11,93,30306.0,Municipality
93061,11,93,17950.0,Municipality
93062,11,93,14648.0,Municipality
93063,11,93,27567.0,Municipality
93064,11,93,46207.0,Municipality
93066,11,93,111135.0,Municipality
93070,11,93,51108.0,Municipality
93071,11,93,51016.0,Municipality
93072,11,93,38720.0,Municipality
93073,11,93,36180.0,Municipality
93074,11,93,7030.0,Municipality
93077,11,93,29964.0,Municipality
93078,11,93,36830.0,Municipality
93079,11,93,13646.0,Municipality
94001,11,94,5785.0,Municipality
94002,11,94,43881.0,Municipality
94003,11,94,21501.0,Municipality
94004,11,94,16345.0,Municipality
94011,11,94,17950.0,Municipality
94015,11,94,16624.0,Municipality
94016,11,94,31069.0,Municipality
94017,11,94,77630.0,Municipality
94018,11,94,30374.0,Municipality
94019,11,94,18321.0,Municipality
94021,11,94,19491.0,Municipality
94022,11,94,45331.0,Municipality
94028,11,94,90605.0,Municipality
94033,11,94,52939.0,Municipality
94034,11,94,27802.0,Municipality
94037,11,94,18605.0,Municipality
94038,11,94,31204.0,Municipality
94041,11,94,62052.0,Municipality
94042,11,94,19133.0,Municipality
94043,11,94,25334.0,Municipality
94044,11,94,27228.0,Municipality
94046,11,94,55655.0,Municipality
94047,11,94,4754.99999999998,Municipality
94048,11,94,4847.00000000001,Municipality
94052,11,94,32851.0,Municipality
94053,11,94,4651.0,Municipality
94054,11,94,23801.0,Municipality
94055,11,94,10305.0,Municipality
94056,11,94,2668.0,Municipality
94058,11,94,33879.0,Municipality
94059,11,94,20130.0,Municipality
94060,11,94,11931.0,Municipality
94065,11,94,5610.99999999998,Municipality
94067,11,94,22619.0,Municipality
94068,11,94,74859.0,Municipality
94069,11,94,14056.0,Municipality
94070,11,94,3775.0,Municipality
94071,11,94,26472.0,Municipality
94073,11,94,29017.0,Municipality
94074,11,94,14796.0,Municipality
94075,11,94,10458.0,Municipality
94076,11,94,54753.0,Municipality
94077,11,94,21384.0,Municipality
94078,11,94,33545.0,Municipality
94079,11,94,28456.0,Municipality
94080,11,94,49891.0,Municipality
94081,11,94,93557.0,Municipality
95002,11,95,1161.0,Municipality
95008,11,95,915.999999999997,Municipality
95011,11,95,371.999999999999,Municipality
95012,11,95,210.0,Municipality
95014,11,95,2590.0,Municipality
95018,11,95,110210.0,Municipality
95019,11,95,14227.0,Municipality
95023,11,95,655.999999999999,Municipality
95024,11,95,277.999999999999,Municipality
95026,11,95,2650.0,Municipality
95028,11,95,1702.0,Municipality
95039,11,95,6907.99999999999,Municipality
95040,11,95,852.000000000001,Municipality
95042,11,95,1956.99999999999,Municipality
95046,11,95,154.0,Municipality
95051,11,95,8683.0,Municipality
95052,11,95,9576.00000000001,Municipality
95054,11,95,234.0,Municipality
95055,11,95,485.000000000001,Municipality
95056,11,95,2189.0,Municipality
95058,11,95,2708.0,Municipality
95059,11,95,352.0,Municipality
95060,11,95,7318.0,Municipality
95061,11,95,414.0,Municipality
95063,11,95,29383.0,Municipality
95074,11,95,745.0,Municipality
95078,11,95,1816.0,Municipality
95088,11,95,1076.0,Municipality
95091,11,95,6327.0,Municipality
95094,11,95,305.999999999999,Municipality
95101,11,95,957.0,Municipality
95102,11,95,373.0,Municipality
95110,11,95,206.0,Municipality
95116,11,95,4323.0,Municipality
95119,11,95,325.0,Municipality
95120,11,95,2272.0,Municipality
95127,11,95,65177.0,Municipality
95134,11,95,5018.0,Municipality
95139,11,95,333.0,Municipality
95141,11,95,36.0,Municipality
95142,11,95,2109.99999999999,Municipality
95144,11,95,74.0,Municipality
95149,11,95,3261.00000000001,Municipality
95150,11,95,591.0,Municipality
95151,11,95,299.0,Municipality
95154,11,95,306.0,Municipality
95157,11,95,138.0,Municipality
95166,11,95,459.0,Municipality
95169,11,95,483.0,Municipality
95170,11,95,556.0,Municipality
95176,11,95,24161.0,Municipality
95177,11,95,1402.0,Municipality
95181,11,95,268.0,Municipality
95183,11,95,6681.00000000001,Municipality
95197,11,95,22306.0,Municipality
95199,11,95,15514.0,Municipality
95203,11,95,25097.0,Municipality
95205,11,95,7188.0,Municipality
95210,11,95,11228.0,Municipality
95211,11,95,2430.0,Municipality
95212,11,95,107.0,Municipality
95213,11,95,615.0,Municipality
95214,11,95,68.0000000000003,Municipality
95218,11,95,17354.0,Municipality
95219,11,95,29108.0,Municipality
95229,11,95,9774.99999999999,Municipality
95241,11,95,1980.0,Municipality
95250,11,95,9679.0,Municipality
95252,11,95,36762.0,Municipality
95253,11,95,499.0,Municipality
95254,11,95,571.999999999999,Municipality
95256,11,95,3337.0,Municipality
95257,11,95,4686.00000000001,Municipality
95258,11,95,358.000000000001,Municipality
95268,11,95,42728.0,Municipality
95270,11,95,543.0,Municipality
95271,11,95,528.000000000001,Municipality
95277,11,95,25999.0,Municipality
95280,11,95,30637.0,Municipality
95282,11,95,165.0,Municipality
95287,11,95,696.0,Municipality
95288,11,95,8777.99999999999,Municipality
95295,11,95,155.0,Municipality
95298,11,95,550.0,Municipality
95301,11,95,278.0,Municipality
95303,11,95,211.0,Municipality
95304,11,95,282.0,Municipality
95306,11,95,29342.0,Municipality
95308,11,95,604.999999999999,Municipality
95309,11,95,214.0,Municipality
95313,11,95,12057.0,Municipality
95316,11,95,258.0,Municipality
95323,11,95,16035.0,Municipality
95328,11,95,626.0,Municipality
95331,11,95,176.0,Municipality
95341,11,95,385.0,Municipality
95348,11,95,541.999999999999,Municipality
95351,11,95,10337.0,Municipality
95352,11,95,4551.00000000001,Municipality
95353,11,95,1842.99999999999,Municipality
95355,11,95,5653.0,Municipality
95365,11,95,698.0,Municipality
95369,11,95,2887.0,Municipality
95370,11,95,3481.00000000001,Municipality
95371,11,95,5677.0,Municipality
95379,11,95,189.0,Municipality
95387,11,95,60.0,Municipality
95388,11,95,5771.00000000002,Municipality
95392,11,95,5082.99999999999,Municipality
95394,11,95,9892.0,Municipality
95395,11,95,921.000000000001,Municipality
95409,11,95,1346.99999999999,Municipality
95422,11,95,368.999999999998,Municipality
95424,11,95,21601.0,Municipality
95426,11,95,2978.0,Municipality
95427,11,95,14173.0,Municipality
95428,11,95,21461.0,Municipality
95429,11,95,416.999999999999,Municipality
95430,11,95,3482.0,Municipality
95436,11,95,1609.0,Municipality
95438,11,95,130.0,Municipality
95445,11,95,663.0,Municipality
95446,11,95,1843.0,Municipality
95447,11,95,208.0,Municipality
95450,11,95,2048.0,Municipality
95452,11,95,816.0,Municipality
95456,11,95,665.0,Municipality
95459,11,95,711.999999999999,Municipality
95462,11,95,319.0,Municipality
95476,11,95,16910.0,Municipality
95480,11,95,5549.0,Municipality
95483,11,95,541.0,Municipality
95487,11,95,12695.0,Municipality
95488,11,95,8393.0,Municipality
95489,11,95,676.0,Municipality
95491,11,95,8408.0,Municipality
95492,11,95,71.0,Municipality
95493,11,95,136.000000000001,Municipality
95500,11,95,30767.0,Municipality
95504,11,95,3904.0,Municipality
95509,11,95,3523.0,Municipality
95510,11,95,603.0,Municipality
95523,11,95,478.0,Municipality
95527,11,95,2883.0,Municipality
95529,11,95,872.000000000001,Municipality
95535,11,95,1114.0,Municipality
95539,11,95,14883.0,Municipality
95541,11,95,996.000000000001,Municipality
95543,11,95,244.000000000001,Municipality
95554,11,95,919.999999999996,Municipality
95555,11,95,20682.0,Municipality
95563,11,95,15798.0,Municipality
95566,11,95,2777.99999999999,Municipality
95572,11,95,23741.0,Municipality
95574,11,95,7157.99999999999,Municipality
95580,11,95,2383.00000000001,Municipality
95582,11,95,26662.0,Municipality
95584,11,95,672.0,Municipality
95585,11,95,58587.0,Municipality
95592,11,95,1299.0,Municipality
95594,11,95,998.999999999999,Municipality
95598,11,95,18155.0,Municipality
95604,11,95,4171.0,Municipality
95607,11,95,26441.0,Municipality
95610,11,95,297.0,Municipality
95611,11,95,45.0,Municipality
95612,11,95,4557.0,Municipality
95625,11,95,1322.0,Municipality
95627,11,95,612.0,Municipality
95628,11,95,1195.0,Municipality
95633,11,95,92.0,Municipality
95637,11,95,16464.0,Municipality
95641,11,95,2471.0,Municipality
95651,11,95,857.0,Municipality
95652,11,95,5175.00000000001,Municipality
95656,11,95,415.999999999999,Municipality
95658,11,95,1089.0,Municipality
95660,11,95,776.0,Municipality
95675,11,95,1001.0,Municipality
95676,11,95,503.000000000002,Municipality
95678,11,95,859.0,Municipality
95680,11,95,27676.0,Municipality
95682,11,95,185.0,Municipality
95690,11,95,333.000000000001,Municipality
01,,,390253.00000000006,Region
02,,,372593.99999999994,Region
03,,,268700.0,Region
04,,,853659.0,Region
11,,,14362406.0,Region
24,,,2576252.0,Region
27,,,2811423.0,Region
28,,,3330478.0,Region
32,,,6003815.0,Region
44,,,5549586.0,Region
52,,,3757600.0,Region
53,,,3318904.0,Region
75,,,5956978.0,Region
76,,,5845102.0,Region
84,,,8464379.0,Region
93,,,5894200.0,Region
94,,,334937.99999999994,Region
